1:[152.5233  147.79443 358.425  ],[208.68835  86.09162 241.5987 ],[230.05742  119.737595 224.13472 ],[224.72983 131.18463 245.14032],[216.28513 127.93371 262.42294],[177.1322   94.03918 203.7454 ],[191.74278  78.19069 165.94281],[202.77997  71.22298 145.19951],[213.8639   68.20048 129.43303],[143.59935  111.288376 196.69434 ],[145.02635  96.3197  155.8583 ],[148.80836  91.56779 132.11449],[153.56352   89.64441  113.292694],[108.77029 143.14755 192.51152],[103.76383 147.22719 160.14061],[101.227036 150.18852  143.0805  ],[ 99.45105 152.80318 130.98666],[203.21558 180.4796  324.77502],[230.05115 188.91385 306.5674 ],[237.23103 194.84799 274.37015],[215.9684  192.66362 255.4921 ]
1850:[125.91773 111.46973 421.099  ],[150.28575    -5.0916214 455.46478  ],[161.8887   -15.380174 414.80527 ],[159.74715     6.4885626 403.95053  ],[153.64767   18.144194 418.35587 ],[112.00595  -27.271004 422.65665 ],[122.130486 -34.324345 380.92627 ],[118.4358   -10.691128 375.5902  ],[112.89709    -0.8581886 391.5027   ],[ 80.12314  -16.057251 393.67462 ],[ 89.23848  -24.394905 351.94846 ],[ 92.674194  -8.193722 333.88272 ],[ 90.76974   10.706629 338.32352 ],[ 50.99048     5.3741913 352.4893   ],[ 64.10333    -1.7933931 323.05695  ],[ 66.06303   15.219153 319.45346 ],[ 63.52286   26.001368 325.2451  ],[168.9005   75.56926 444.9664 ],[188.22198   55.224476 463.285   ],[207.01205   34.580196 481.83694 ],[225.7705   23.96407 500.50967]
1851:[119.7731  153.10239 385.485  ],[151.4142    32.190483 414.17535 ],[171.06152   22.864702 376.48328 ],[172.62128   42.046005 361.3077  ],[164.43971  58.54268 367.7492 ],[116.46413   10.039314 372.14487 ],[131.5938      3.2114964 331.91858  ],[143.94786   20.405584 319.5738  ],[148.03989   38.703922 324.9587  ],[ 84.41487   22.631966 338.35883 ],[ 89.60067   -7.344713 307.24313 ],[ 93.0742   -24.309498 289.90002 ],[ 96.18822  -37.927803 276.2833  ],[ 54.88093   48.091972 295.68845 ],[ 44.218365  27.180225 272.48087 ],[ 38.74354   15.819863 260.3474  ],[ 34.94093    7.535918 251.79358 ],[156.32944 118.1727  344.8175 ],[176.29822  93.46557 334.15884],[183.68803   65.677956 316.9348  ],[162.26695   54.658463 301.67178 ]
1852:[165.227   182.81079 333.8    ],[170.24179   71.588524 253.76117 ],[176.22755   41.161903 223.23134 ],[179.751     23.532135 206.57512 ],[182.58316   10.304058 192.51924 ],[120.014946  61.83648  250.54985 ],[110.37087  25.85122 228.06136],[104.60627    6.990614 213.51143 ],[ 99.721016  -6.768689 200.57362 ],[ 84.06366   76.949455 263.35675 ],[ 75.877716  67.779015 221.61261 ],[ 75.77807  90.65696 212.8238 ],[ 79.56023 103.6337  226.89046],[ 46.46129 107.5587  270.41245],[ 46.23156 118.22002 239.17357],[ 53.332104 133.72772  243.0909  ],[ 56.166573 136.20067  255.01155 ],[150.63928 184.3364  260.6831 ],[145.91147 177.04236 228.32193],[117.3392  162.7967  218.11826],[ 96.57756 150.8269  202.66087]
1853:[169.96004 144.84659 389.133  ],[174.62054   46.021286 295.1158  ],[180.52364   62.117496 255.119   ],[177.88431   84.842155 263.90973 ],[174.73238  95.88884 279.677  ],[131.5598    41.928955 282.06262 ],[131.04893   26.707417 241.29839 ],[134.60858  47.59723 228.98587],[136.0275   61.80816 242.27524],[ 99.6018    57.743214 289.4186  ],[ 90.85529   38.085068 251.59355 ],[ 94.10142   53.655945 232.94781 ],[ 99.91056  70.4675  240.96008],[ 67.111855  87.58771  292.36066 ],[ 56.76217  64.33972 271.33688],[ 51.16813  51.7667  260.52588],[ 47.110394  42.64299  253.00629 ],[193.3663   123.844536 328.36804 ],[205.82162  107.074394 302.16824 ],[217.82005  89.09901 276.5489 ],[230.26665   73.533646 256.1515  ]
1854:[132.80731 145.54512 371.837  ],[128.3954    82.748795 240.07672 ],[108.640366  62.79013  206.83412 ],[ 96.65932   54.465782 187.14116 ],[ 86.314354  47.95784  171.93591 ],[ 83.975464  77.46861  230.69351 ],[ 78.118195 106.98256  199.25629 ],[ 84.25012  121.207245 218.24869 ],[ 88.36969  117.733665 236.99794 ],[ 53.0508   85.32394 246.02783],[ 44.985683 113.64052  213.98404 ],[ 52.953724 133.47646  225.9715  ],[ 59.7835  133.70763 244.24365],[ 20.164246 106.37971  263.40887 ],[  4.685601 112.98991  235.01344 ],[ -4.0032234 117.05648   220.3772   ],[-10.23535  120.671906 210.16246 ],[171.28899 132.99196 320.46255],[189.80333 121.52573 294.99597],[209.25189 109.48088 270.49896],[232.1046   101.583435 255.37823 ]
1855:[157.12636 178.04713 358.72   ],[171.52293 173.3321  208.82388],[180.56357 172.97002 166.25845],[186.64145 172.89716 142.51593],[192.19415 173.49701 123.82426],[127.10405 165.3807  194.50542],[118.92072 167.8666  151.8377 ],[113.17441 169.78123 128.08972],[107.67758 171.74022 109.47472],[ 92.11485 160.552   210.02504],[ 73.75499 161.603   170.58533],[ 61.81046 164.4294  149.37228],[ 51.322277 168.96071  133.55975 ],[ 53.536144 166.27014  233.4844  ],[ 53.15157 188.9281  209.48329],[ 54.821766 198.66684  223.92696 ],[ 55.33792 193.98425 235.50533],[139.01619 221.7826  299.9984 ],[133.88968 238.73341 271.55215],[105.96602 232.34283 254.14935],[ 96.45062 211.61848 271.27274]
1856:[164.17433 170.4103  356.04   ],[217.99626  59.50814 305.76605],[238.13882  73.96138 270.0021 ],[237.3561    97.736206 275.90112 ],[229.14154 103.03317 292.7841 ],[184.89732   49.374992 265.66235 ],[196.48392  14.81868 241.88649],[205.13516    -1.9861221 226.28496  ],[213.15068  -14.193096 213.35004 ],[150.68814   63.644585 248.11154 ],[154.49814   33.519257 216.9406  ],[156.96516   15.875357 200.11028 ],[159.58777    1.985426 186.66547 ],[115.92293  93.04615 225.0512 ],[114.48697  84.27786 193.26065],[113.92434   79.314415 176.48865 ],[113.659615  75.56069  164.56845 ],[219.22694 140.19943 353.94443],[245.30113 119.22216 355.64505],[252.35818  94.31561 334.35443],[248.3779    76.748276 312.24564 ]
1857:[128.9972  156.19005 360.275  ],[153.26318  39.87504 420.77148],[135.15207     0.8611946 427.37347  ],[125.69859  -21.257517 422.678   ],[118.78783 -38.18421 415.87366],[113.17016  22.98536 423.96317],[110.304596    1.1005974 386.4595   ],[111.34031   16.426838 367.36273 ],[113.21433   33.820168 375.99585 ],[ 78.76175   32.276367 414.64566 ],[ 73.67755   10.033798 377.59033 ],[ 74.68189   22.142242 356.30582 ],[ 77.91721   40.718254 361.30936 ],[ 36.679447  46.672234 386.04672 ],[ 27.286789  23.217604 364.80426 ],[ 22.199669  10.512846 353.89725 ],[ 18.684893   1.450737 346.03748 ],[169.08232 110.0703  375.04163],[188.04181  86.2569  389.05096],[202.30457  60.01362 404.25925],[218.76001   40.397747 416.81665 ]
1858:[136.60277 157.76994 398.325  ],[137.6187  91.5206 273.0989],[131.56662  73.7528  233.83878],[127.97955  62.8554  212.18161],[125.90834   54.637844 194.61024 ],[102.82514  107.613266 245.96576 ],[109.44224  121.955605 205.41714 ],[124.75067 135.62509 218.81303],[132.07516 140.32605 236.27223],[ 78.09253 130.69537 247.26001],[ 83.027695 143.83977  206.07083 ],[ 99.151115 161.24086  212.22635 ],[103.64426 162.98915 231.12943],[ 57.166435 165.5432   249.18501 ],[ 73.82463 180.8393  225.14093],[ 87.843735 186.77039  233.77454 ],[ 92.130905 186.52934  245.51395 ],[152.56001 170.36478 327.37738],[160.46558 170.32365 294.8151 ],[136.38689 175.29022 272.034  ],[116.47959 179.51784 252.05704]
1859:[158.9339  185.69969 325.5    ],[170.98486  74.04269 245.46414],[168.3121   35.62517 225.20012],[166.4628    14.046869 213.72797 ],[164.7343     -3.0967846 204.58038  ],[125.08097  51.17592 259.73557],[102.22249   24.073141 234.50446 ],[ 88.86999    8.380675 221.2338  ],[ 77.9155     -4.2460804 211.1772   ],[ 91.69036  57.58103 285.5441 ],[ 71.152145  53.866154 247.35954 ],[ 68.57099  77.26879 240.55458],[ 76.86588  89.26663 253.50902],[ 52.857864  77.73307  307.18704 ],[ 44.033043  88.43164  277.23297 ],[ 51.62323 104.02549 274.89346],[ 59.189495 110.05058  282.8119  ],[140.5527  182.70294 254.57602],[135.49216 173.88214 222.6482 ],[111.3326  151.6986  215.74641],[ 92.74778 133.56793 203.95084]
1860:[158.33862 185.09782 308.459  ],[193.42892  76.25729 226.68233],[207.00607   41.437206 204.39102 ],[214.83507   21.370415 192.69983 ],[221.17795    5.118517 183.96973 ],[143.64583   57.548737 216.99754 ],[134.46844   21.683884 194.1247  ],[128.93114    2.503931 179.90778 ],[124.3606   -13.302338 169.42717 ],[101.7732   66.26617 225.54771],[ 90.46544   53.097645 185.64278 ],[ 91.04984  75.54477 175.82246],[ 96.19042  91.06663 186.46283],[ 55.818832  91.45889  229.1799  ],[ 54.898903  95.82047  196.47342 ],[ 57.410316 111.16628  188.44527 ],[ 59.90863 123.14071 191.01881],[147.18204 196.16844 233.12675],[145.84851 194.14487 199.70628],[123.879486 178.62132  179.71104 ],[106.72165 166.27019 160.57181]
1861:[161.03462 158.9299  365.925  ],[167.26491 137.30994 217.30698],[168.26244 137.57283 173.80278],[168.0906  141.28264 149.57756],[167.83913 145.1521  130.45859],[123.661545 125.01773  207.72101 ],[116.196266 114.86441  166.06937 ],[111.04382 108.32291 143.0191 ],[106.24671  102.32322  125.086945],[ 90.71568 120.27796 226.5682 ],[ 74.56994 108.55752 187.8949 ],[ 64.123665 101.763855 166.791   ],[ 54.92102  95.92037 150.61275],[ 53.429676 126.70547  253.26595 ],[ 39.315044 119.4964   224.31097 ],[ 31.217415 115.60423  209.29326 ],[ 25.047647 112.7421   198.80547 ],[148.77446 182.22011 297.0553 ],[145.99348 189.63942 264.4973 ],[115.74411 176.34808 258.86316],[ 92.382454 162.32024  267.2718  ]
1862:[154.44923 159.82875 371.459  ],[217.61581 123.79494 246.9529 ],[225.70349 128.74199 204.48178],[230.97229 132.24956 180.805  ],[235.75731 135.61957 162.19539],[187.99727  94.61963 227.7857 ],[191.57875  71.44751 191.12639],[191.85657   61.073494 168.92378 ],[190.8597    54.479713 150.59077 ],[154.0352   80.17791 235.48688],[148.55904  79.05823 192.3309 ],[138.99843 101.62343 192.08635],[138.46747  109.065636 210.1114  ],[109.17153  75.74791 244.33432],[105.88152  83.58785 212.43925],[102.32136  99.32141 205.65451],[100.28192 110.79434 210.17825],[145.06033 175.16472 297.45883],[146.21878 179.84259 264.29895],[134.52238 164.51624 236.88135],[122.96721 148.97795 215.94592]
1863:[158.81535 158.67053 359.139  ],[189.35887   48.785156 286.2665  ],[204.        13.694824 265.10083 ],[212.44034    -6.3006134 253.71678  ],[219.27121  -22.372282 245.02129 ],[161.25311  55.94957 240.02353],[170.01495   19.758514 217.50426 ],[175.85385     -0.53536606 205.06564   ],[180.70561  -16.906382 195.63054 ],[135.48198  81.32271 222.19229],[134.89902  55.33618 187.29185],[135.7472    40.245888 167.99893 ],[137.10272   27.778484 153.0558  ],[113.59422 121.05656 202.69849],[106.27657 113.33661 171.45047],[102.90668 109.12513 154.80237],[100.41057 105.8647  142.99599],[203.28465  116.290985 373.90036 ],[222.68463  89.79065 380.54672],[242.0766   63.30175 387.3082 ],[258.9776    42.599457 397.25922 ]
1864:[148.1031  108.97233 405.448  ],[142.07675   49.785313 268.136   ],[139.86423   34.858547 227.31961 ],[138.95146  26.21774 204.40332],[139.96829   22.098242 185.36214 ],[105.57129   59.797253 250.21854 ],[120.34106  88.80571 221.33875],[123.41426  99.41761 243.21559],[122.4924  100.13179 262.68893],[ 79.71653   77.918755 259.1766  ],[ 90.72116 103.17042 225.48787],[ 97.55587  115.337814 245.6347  ],[ 96.594635 111.89151  264.81204 ],[ 55.370007 108.61309  270.9579  ],[ 71.0849  127.31714 248.75912],[ 82.54528 135.23686 259.3511 ],[ 85.51691 135.43063 271.49127],[182.67062  80.49067 358.91898],[197.34537   62.427715 334.81125 ],[209.37912   44.282955 309.32822 ],[225.23598   27.560968 292.5298  ]
1865:[101.792656 147.15387  411.874   ],[ 93.84865  84.10477 284.01   ],[ 86.23662  97.55629 243.33087],[ 97.97937  118.918365 245.86516 ],[106.438866 123.54141  262.82498 ],[ 53.403     87.082146 267.24365 ],[ 50.970726  92.92708  224.19019 ],[ 54.66724 116.91292 227.60608],[ 56.839516 121.91804  246.33575 ],[ 26.263496 100.16267  275.64368 ],[ 12.940979  93.7757   234.71207 ],[  5.635988  94.73341  211.33745 ],[1.8177080e-01 9.9003250e+01 1.9310037e+02],[ -0.90974426 125.021774   284.00476   ],[-13.198557 111.10722  256.7109  ],[-17.577503 109.01407  239.89734 ],[-19.392302 110.46917  227.61562 ],[104.33009 143.0022  341.18298],[106.739334 135.37845  308.6426  ],[ 82.35063 131.14967 286.04312],[ 63.272537 126.63198  265.33395 ]
1866:[143.63396 138.3459  373.632  ],[154.23752   31.781166 288.37228 ],[160.94922    -2.6159859 262.57562  ],[163.2398   -20.079124 245.53317 ],[163.85188  -32.450253 230.46162 ],[112.718376  12.325958 295.12128 ],[ 98.85878     6.5991383 254.2704   ],[ 96.82345  30.97547 252.75214],[102.305916  40.080345 269.11108 ],[ 80.81731   18.877487 316.27905 ],[ 65.86473  20.10819 275.43073],[ 65.25024  44.23641 279.6857 ],[ 71.04827   50.978806 297.0493  ],[ 42.77383   38.393906 333.59372 ],[ 36.297485  45.83777  302.09402 ],[ 45.163555  60.614594 305.14206 ],[ 50.542633  63.970284 315.915   ],[179.41669 121.15265 320.63007],[198.76346  106.638405 297.43866 ],[218.7361   91.49039 275.18875],[241.33195  84.9189  259.0799 ]
1867:[158.7919  175.00719 338.248  ],[196.04977 145.64528 198.23717],[208.94318 135.3769  157.9631 ],[215.66322 133.5368  134.46613],[220.69165  135.02174  115.675674],[153.60912 123.1199  182.92886],[146.77374  113.989334 140.93375 ],[141.88638 108.07182 117.65822],[137.20946  102.59108   99.529274],[115.42085 112.9205  197.3147 ],[101.401405 105.01743  156.88358 ],[ 92.11261  99.83693 134.8034 ],[ 83.699326  95.17598  117.83098 ],[ 70.15099 115.47387 217.15515],[ 65.16108 142.44376 198.78914],[ 74.17455 151.18849 210.9768 ],[ 79.221375 147.36203  221.7536  ],[136.73424 206.9411  271.8193 ],[130.90483 218.83565 241.04042],[106.35536 198.26031 231.1709 ],[ 90.5984  175.75954 238.83151]
1868:[167.93498 144.63615 358.842  ],[159.0802    17.463303 322.5231  ],[172.7591   19.73148 281.27478],[171.9058   44.10396 283.7053 ],[166.99377   56.369637 298.05786 ],[115.671486  17.275436 297.36954 ],[126.9701    14.160968 255.46106 ],[131.58347   38.227062 255.90071 ],[128.66222   48.305454 272.34647 ],[ 86.60095  41.67399 286.9695 ],[ 96.21405  43.32841 244.56042],[108.444565  63.37183  251.58388 ],[108.59395  69.04897 270.2472 ],[ 60.86849  78.56067 267.26794],[ 51.522438  59.883514 241.70627 ],[ 47.42645   50.094257 227.7906  ],[ 44.71362   42.956863 217.89365 ],[206.23709  95.1419  356.09045],[222.24977  65.79393 358.34695],[227.83467   33.169334 353.06747 ],[239.74101     7.2623005 353.63037  ]
1869:[159.02986 139.34755 371.668  ],[196.59573  39.63218 284.71725],[231.33247   57.431408 265.476   ],[230.65901  81.03578 272.03595],[218.72995  91.58398 283.30557],[175.69363   50.605946 238.07724 ],[181.32095   22.761425 205.11218 ],[185.26665    6.107134 187.57025 ],[188.75175    -7.8627424 174.40714  ],[154.08473   75.824585 221.16801 ],[159.2148    53.075363 184.42792 ],[164.12086  40.04936 164.25598],[168.81113   29.084705 148.81743 ],[136.27141 114.5818  204.33241],[154.10553 115.94735 176.5896 ],[164.64278  116.945885 162.65326 ],[172.6565  117.74703 153.09344],[222.7565  137.89934 354.7239 ],[253.60329 128.43437 345.68555],[256.10675 124.71252 312.46945],[261.14377 120.43452 284.72815]
1870:[164.34576 180.42876 322.897  ],[154.17009  51.62696 278.5136 ],[153.73178   10.390083 264.6209  ],[153.73555   -12.8801365 256.93     ],[154.36719  -31.311754 250.57016 ],[124.424355  62.20459  228.78027 ],[116.11626   23.870415 209.93497 ],[111.4588     1.970789 199.96663 ],[107.88132  -15.630072 192.35202 ],[104.47402  96.19477 204.31091],[ 90.91516   66.260414 175.78424 ],[ 84.189766  48.740364 160.0213  ],[ 80.05592  34.42614 147.42824],[ 93.36638 145.43744 177.16849],[ 82.67022 134.07376 148.08167],[ 76.9947  127.41777 132.92453],[ 72.78829 122.25172 122.34769],[176.94952 136.6289  274.40024],[180.47542 108.0681  257.23486],[161.55373 113.42574 230.09277],[143.57162 123.46245 210.36562]
1871:[138.48796  110.999275 424.924   ],[169.59201  26.00589 320.86432],[ 1.7309848e+02 -1.3036919e-01  2.8624814e+02],[176.0751   -12.348699 265.21234 ],[179.1079   -20.826637 247.90634 ],[134.50595   19.315449 294.4644  ],[142.34766   39.120636 256.51782 ],[138.64519   55.440224 274.42358 ],[134.98425  53.92736 293.52542],[104.38077   29.172924 292.7839  ],[110.81636  49.73912 254.97789],[109.85835  68.16292 271.1117 ],[107.51863  69.62047 290.4242 ],[ 72.27318   50.341328 288.0676  ],[ 83.195274  63.915157 260.03113 ],[ 87.51408   76.636955 271.24524 ],[ 86.546875  78.48716  283.56973 ],[188.85783   87.018265 400.90198 ],[214.19342  68.96949 388.44598],[239.47754   50.773796 376.0743  ],[266.05322   40.434055 376.34793 ]
1872:[119.26996  120.252075 430.867   ],[ 64.10515   25.106121 358.96255 ],[ 79.19349  20.795   318.37393],[ 94.81417   39.652054 317.34476 ],[ 98.40356  52.50034 331.57883],[ 35.071693  45.1482   325.89508 ],[ 50.36895  42.293   285.25616],[ 62.348064  60.395115 296.63455 ],[ 61.65035  67.85814 314.64532],[ 24.618534  74.67438  315.97296 ],[ 21.072805  57.247192 276.25647 ],[ 29.500807  55.229584 253.33156 ],[ 44.57348   67.448784 251.31252 ],[ 21.118996 110.61171  300.59134 ],[ 25.301563 100.69151  269.38748 ],[ 28.444923  95.202614 253.07051 ],[ 31.352926  91.18059  241.598   ],[126.71513  79.09211 380.56683],[126.861946  52.90148  359.66632 ],[125.780075  26.934738 338.50064 ],[126.980484   3.207161 322.7268  ]
1873:[156.8091  166.95964 347.541  ],[172.67867   38.669853 316.21814 ],[177.84793    6.392498 287.49304 ],[182.16342    -6.0940475 266.85046  ],[186.22069  -14.773304 249.85693 ],[127.04689   28.255875 297.90237 ],[116.25281   -6.364933 273.84897 ],[112.11993 -22.30014 255.69293],[109.74729 -33.46301 239.87105],[ 91.5217    46.066177 291.19888 ],[ 92.7539    32.170513 249.9791  ],[ 96.99763   53.900383 239.46925 ],[ 98.27785  69.39968 251.2465 ],[ 55.404915  77.65538  273.98593 ],[ 60.574078  58.03462  247.94962 ],[ 65.676346  66.26983  233.37566 ],[ 67.472824  78.4758   231.36603 ],[179.33354 150.98547 281.26028],[192.89584 134.71425 255.2966 ],[204.17091 116.09462 229.80914],[211.41583  98.29776 208.737  ]
1874:[154.66193 161.46387 357.224  ],[199.33012  97.21709 237.66516],[219.20139  76.48836 204.96758],[231.14331  65.51037 186.59566],[241.27394  56.76497 172.40202],[158.2888   83.29239 216.32639],[152.92395  65.79396 176.84598],[149.4407   57.95534 153.88783],[146.25034  52.91511 135.31396],[120.02531   85.710175 221.9678  ],[117.39786 106.05433 183.58954],[117.26083 127.91356 194.67143],[118.10835 130.94107 213.92467],[ 76.64925 102.42964 227.96915],[ 69.25508  100.638916 195.849   ],[ 64.88768  99.74701 178.92615],[ 61.4606    99.131454 166.92082 ],[161.0439  189.55832 286.15912],[168.25615 197.98676 254.54034],[144.18626 183.92786 235.9281 ],[129.84671 171.54721 257.24356]
1875:[111.26143 135.71927 392.16   ],[116.841896  49.287212 282.55936 ],[109.041954  22.224482 249.38634 ],[103.244316   8.327475 230.04948 ],[ 97.674225   -2.1241493 214.54759  ],[ 78.818214  28.769737 283.9528  ],[ 59.309998  39.49187  246.56102 ],[ 60.26892  63.97934 246.2486 ],[ 68.46246   75.283195 259.8743  ],[ 50.246857  29.856255 304.3161  ],[ 29.539515  35.155956 266.41098 ],[ 34.200108  58.347145 272.82196 ],[ 43.404648  64.319016 288.95218 ],[ 14.6756935  42.731495  323.95825  ],[  3.5331764  19.97151   302.80615  ],[ -2.7779331   8.877226  290.83374  ],[ -7.437832    0.9458661 282.37027  ],[ 89.07987 136.5966  319.43198],[ 81.6251  131.94653 287.09616],[ 56.040813 110.29676  287.49582 ],[ 50.48457 104.17479 314.7887 ]
1876:[109.72267 180.93843 396.006  ],[194.75185 101.44211 457.74078],[216.487    97.86873 420.21088],[209.42245 107.944   399.01572],[192.78587  118.102196 398.2371  ],[179.48611   62.757797 443.03497 ],[204.10727   39.645134 415.58896 ],[218.14319  26.7984  400.14203],[229.36133   16.896057 387.6253  ],[149.82047  48.8656  419.17783],[168.09538   33.047813 382.99075 ],[165.0452    47.421425 363.37573 ],[154.65788   63.596306 366.69955 ],[111.349655  41.16803  373.95413 ],[126.78206   11.994104 373.39972 ],[135.03653    -3.4288626 372.90167  ],[141.12065  -14.310533 371.99374 ],[138.70293 159.04297 339.1289 ],[161.08096 142.46341 320.49713],[165.8974  111.44267 308.75217],[148.99939   88.714874 312.0924  ]
1877:[124.79533 111.23223 454.288  ],[128.9884      4.2984543 383.56323  ],[123.24231    7.366796 340.5371  ],[118.601715  30.18323  348.1875  ],[119.330246  36.045113 366.77994 ],[ 89.56426    -7.9691086 382.20526  ],[ 82.47641  -11.643098 339.42743 ],[ 79.33557   10.825957 330.1576  ],[ 81.153915  24.105188 344.33246 ],[ 60.18871     3.4826965 394.3656   ],[ 50.967876    2.9551718 351.84058  ],[ 50.125317  22.285254 336.7976  ],[ 54.745853  38.462486 346.67276 ],[ 26.893707  26.459248 398.14487 ],[ 18.580402  22.261675 366.477   ],[ 28.825478  34.348305 359.04706 ],[ 34.928032  39.358765 368.73755 ],[133.35245   99.985405 382.7503  ],[139.89185  88.69532 351.88654],[146.51309  76.19032 321.50214],[156.28261   66.895294 296.37424 ]
1878:[160.0849  183.73743 310.263  ],[158.86726   45.839607 305.03745 ],[155.32965     2.6544647 301.0115   ],[154.38005  -21.277538 295.81433 ],[154.38171 -39.82976 289.78226],[112.29176  39.36184 280.23145],[102.82229   -2.541027 273.2918  ],[ 97.5905   -26.122763 269.14655 ],[ 93.50305 -44.879   265.67276],[ 78.22706   62.391983 264.02676 ],[ 61.687798  25.969631 246.89362 ],[ 54.81438     7.5351715 232.27924  ],[ 50.17524   -6.566538 219.62257 ],[ 45.64225  100.389175 236.6163  ],[ 31.628788  86.76108  210.01776 ],[ 23.886444  79.08004  196.33163 ],[ 18.109917  73.29574  186.87514 ],[163.96887 136.94623 261.9277 ],[166.64532 106.98979 247.15442],[135.05789 102.72127 236.78902],[108.20779 112.02371 234.38304]
